"Customer ID","Customer Name","Customer Email","Number of Rentals"
217,"AgnesBishop","agnes.bishop@sakilacustomer.org",23
437,"RandallNeumann","randall.neumann@sakilacustomer.org",23
431,"JoelFrancisco","joel.francisco@sakilacustomer.org",23
432,"EdwinBurk","edwin.burk@sakilacustomer.org",23
453,"CalvinMartel","calvin.martel@sakilacustomer.org",23
313,"DonaldMahon","donald.mahon@sakilacustomer.org",23
466,"LeoEbert","leo.ebert@sakilacustomer.org",23
93,"PhyllisFoster","phyllis.foster@sakilacustomer.org",23
409,"RodneyMoeller","rodney.moeller@sakilacustomer.org",23
352,"AlbertCrouse","albert.crouse@sakilacustomer.org",23
328,"JeffreySpear","jeffrey.spear@sakilacustomer.org",23
233,"LillieKim","lillie.kim@sakilacustomer.org",23
76,"IrenePrice","irene.price@sakilacustomer.org",23
521,"RolandSouth","roland.south@sakilacustomer.org",23
583,"MarshallThorn","marshall.thorn@sakilacustomer.org",23
364,"BenjaminVarney","benjamin.varney@sakilacustomer.org",23
185,"RobertaHarper","roberta.harper@sakilacustomer.org",23
177,"SamanthaDuncan","samantha.duncan@sakilacustomer.org",23
85,"AnnePowell","anne.powell@sakilacustomer.org",23
365,"BruceSchwarz","bruce.schwarz@sakilacustomer.org",23
341,"PeterMenard","peter.menard@sakilacustomer.org",23
37,"PamelaBaker","pamela.baker@sakilacustomer.org",23
430,"RayHoule","ray.houle@sakilacustomer.org",22
143,"LeslieGordon","leslie.gordon@sakilacustomer.org",22
68,"NicolePeterson","nicole.peterson@sakilacustomer.org",22
81,"AndreaHenderson","andrea.henderson@sakilacustomer.org",22
321,"KevinSchuler","kevin.schuler@sakilacustomer.org",22
325,"TimothyBunn","timothy.bunn@sakilacustomer.org",22
544,"CodyNolen","cody.nolen@sakilacustomer.org",22
247,"StellaMoreno","stella.moreno@sakilacustomer.org",22
488,"ShaneMillard","shane.millard@sakilacustomer.org",22
22,"LauraRodriguez","laura.rodriguez@sakilacustomer.org",22
169,"EricaMatthews","erica.matthews@sakilacustomer.org",22
4,"BarbaraJones","barbara.jones@sakilacustomer.org",22
476,"DerrickBourque","derrick.bourque@sakilacustomer.org",22
598,"WadeDelvalle","wade.delvalle@sakilacustomer.org",22
539,"MathewBolin","mathew.bolin@sakilacustomer.org",22
55,"DorisReed","doris.reed@sakilacustomer.org",22
79,"RachelBarnes","rachel.barnes@sakilacustomer.org",22
252,"MattieHoffman","mattie.hoffman@sakilacustomer.org",22
523,"HarveyGuajardo","harvey.guajardo@sakilacustomer.org",22
514,"FranklinTroutman","franklin.troutman@sakilacustomer.org",22
480,"CoreyHauser","corey.hauser@sakilacustomer.org",22
440,"BernardColby","bernard.colby@sakilacustomer.org",22
189,"LorettaCarpenter","loretta.carpenter@sakilacustomer.org",22
554,"DwayneOlvera","dwayne.olvera@sakilacustomer.org",22
394,"ChrisBrothers","chris.brothers@sakilacustomer.org",22
47,"FrancesParker","frances.parker@sakilacustomer.org",22
67,"KellyTorres","kelly.torres@sakilacustomer.org",22
224,"PearlGarza","pearl.garza@sakilacustomer.org",22
477,"DanPaine","dan.paine@sakilacustomer.org",22
65,"RoseHoward","rose.howard@sakilacustomer.org",22
543,"LancePemberton","lance.pemberton@sakilacustomer.org",22
367,"AdamGooch","adam.gooch@sakilacustomer.org",22
578,"WillardLumpkin","willard.lumpkin@sakilacustomer.org",22
443,"FranciscoSkidmore","francisco.skidmore@sakilacustomer.org",22
18,"CarolGarcia","carol.garcia@sakilacustomer.org",22
556,"ArmandoGruber","armando.gruber@sakilacustomer.org",21
301,"RobertBaughman","robert.baughman@sakilacustomer.org",21
501,"RubenGeary","ruben.geary@sakilacustomer.org",21
489,"RicardoMeador","ricardo.meador@sakilacustomer.org",21
159,"JillHawkins","jill.hawkins@sakilacustomer.org",21
568,"AlbertoHenning","alberto.henning@sakilacustomer.org",21
412,"AllenButterfield","allen.butterfield@sakilacustomer.org",21
165,"LorraineStephens","lorraine.stephens@sakilacustomer.org",21
496,"TylerWren","tyler.wren@sakilacustomer.org",21
152,"AliciaMills","alicia.mills@sakilacustomer.org",21
222,"DeloresHansen","delores.hansen@sakilacustomer.org",21
174,"YvonneWatkins","yvonne.watkins@sakilacustomer.org",21
552,"HughWaldrop","hugh.waldrop@sakilacustomer.org",21
33,"AnnaHill","anna.hill@sakilacustomer.org",21
358,"SamuelMarlow","samuel.marlow@sakilacustomer.org",21
17,"DonnaThompson","donna.thompson@sakilacustomer.org",21
88,"BonnieHughes","bonnie.hughes@sakilacustomer.org",21
238,"NellieGarrett","nellie.garrett@sakilacustomer.org",21
399,"DannyIsom","danny.isom@sakilacustomer.org",21
429,"FrederickIsbell","frederick.isbell@sakilacustomer.org",21
413,"MarvinYee","marvin.yee@sakilacustomer.org",21
118,"KimCruz","kim.cruz@sakilacustomer.org",21
94,"NormaGonzales","norma.gonzales@sakilacustomer.org",21
420,"JacobLance","jacob.lance@sakilacustomer.org",21
505,"RafaelAbney","rafael.abney@sakilacustomer.org",21
226,"MaureenLittle","maureen.little@sakilacustomer.org",21
545,"JulioNoland","julio.noland@sakilacustomer.org",21
401,"TonyCarranza","tony.carranza@sakilacustomer.org",21
250,"JoFowler","jo.fowler@sakilacustomer.org",20
402,"LuisYanez","luis.yanez@sakilacustomer.org",20
320,"AnthonySchwab","anthony.schwab@sakilacustomer.org",20
272,"KayCaldwell","kay.caldwell@sakilacustomer.org",20
355,"TerryGrissom","terry.grissom@sakilacustomer.org",20
203,"TaraRyan","tara.ryan@sakilacustomer.org",20
567,"AlfredoMcadams","alfredo.mcadams@sakilacustomer.org",20
162,"LaurenHudson","lauren.hudson@sakilacustomer.org",20
509,"RaulFortier","raul.fortier@sakilacustomer.org",20
310,"DanielCabral","daniel.cabral@sakilacustomer.org",20
428,"HerbertKruger","herbert.kruger@sakilacustomer.org",20
549,"NelsonChristenson","nelson.christenson@sakilacustomer.org",20
191,"JeanetteGreene","jeanette.greene@sakilacustomer.org",20
212,"WilmaRichards","wilma.richards@sakilacustomer.org",20
449,"OscarAquino","oscar.aquino@sakilacustomer.org",20
117,"EdithMcdonald","edith.mcdonald@sakilacustomer.org",19
195,"VanessaSims","vanessa.sims@sakilacustomer.org",19
395,"JohnnyTurpin","johnny.turpin@sakilacustomer.org",19
458,"LloydDowd","lloyd.dowd@sakilacustomer.org",19
524,"JaredEly","jared.ely@sakilacustomer.org",19
599,"AustinCintron","austin.cintron@sakilacustomer.org",19
478,"LewisLyman","lewis.lyman@sakilacustomer.org",19
370,"WayneTruong","wayne.truong@sakilacustomer.org",19
548,"AllanCornish","allan.cornish@sakilacustomer.org",19
525,"AdrianClary","adrian.clary@sakilacustomer.org",19
378,"EugeneCulpepper","eugene.culpepper@sakilacustomer.org",19
586,"KirkStclair","kirk.stclair@sakilacustomer.org",19
344,"HenryBillingsley","henry.billingsley@sakilacustomer.org",18
271,"PennyNeal","penny.neal@sakilacustomer.org",18
194,"KristenChavez","kristen.chavez@sakilacustomer.org",18
218,"VeraMccoy","vera.mccoy@sakilacustomer.org",18
97,"AnnieRussell","annie.russell@sakilacustomer.org",18
140,"EvaRamos","eva.ramos@sakilacustomer.org",18
542,"LonnieTirado","lonnie.tirado@sakilacustomer.org",18
70,"ChristinaRamirez","christina.ramirez@sakilacustomer.org",18
353,"JonathanScarborough","jonathan.scarborough@sakilacustomer.org",18
124,"SheilaWells","sheila.wells@sakilacustomer.org",18
205,"EileenCarr","eileen.carr@sakilacustomer.org",18
95,"PaulaBryant","paula.bryant@sakilacustomer.org",18
255,"IrmaPearson","irma.pearson@sakilacustomer.org",18
483,"VernonChapa","vernon.chapa@sakilacustomer.org",18
48,"AnnEvans","ann.evans@sakilacustomer.org",17
465,"FloydGandy","floyd.gandy@sakilacustomer.org",17
555,"DwightLombardi","dwight.lombardi@sakilacustomer.org",17
315,"KennethGooden","kenneth.gooden@sakilacustomer.org",17
223,"MelindaFernandez","melinda.fernandez@sakilacustomer.org",17
464,"JeromeKenyon","jerome.kenyon@sakilacustomer.org",16
492,"LesterKraus","lester.kraus@sakilacustomer.org",16
164,"JoannGardner","joann.gardner@sakilacustomer.org",16
398,"AntonioMeek","antonio.meek@sakilacustomer.org",16
136,"AnitaMorales","anita.morales@sakilacustomer.org",15
248,"CarolineBowman","caroline.bowman@sakilacustomer.org",15
281,"LeonaObrien","leona.obrien@sakilacustomer.org",14
110,"TiffanyJordan","tiffany.jordan@sakilacustomer.org",14
61,"KatherineRivera","katherine.rivera@sakilacustomer.org",14
318,"BrianWyman","brian.wyman@sakilacustomer.org",12
